body_type,sex,diet,shower_freq,heat_energy_source,transport,vehicle_type,social,monthly_grocery_bill,air_travel_freq,vehicle_km,waste_bag_size,waste_bag_count,tv_daily_time,monthly_clothes,internet_daily_time,energy_eff,recycling,cooking_with,CarbonEmission
normal,female,omnivore,twice a day,coal,walk/bicycle,,sometimes,237,never,59,extra large,1,7.323209799,20,16.29887666,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1265
underweight,male,omnivore,less frequently,electricity,walk/bicycle,,often,283,never,17,large,6,0.331232065,43,14.51951989,Sometimes,"['Paper', 'Glass']",[],1890
normal,female,pescatarian,daily,electricity,walk/bicycle,,often,171,rarely,37,large,3,14.44671687,10,13.14270826,No,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",874
normal,female,vegan,daily,coal,walk/bicycle,,often,136,rarely,43,small,1,11.89364982,42,17.76189723,No,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1380
normal,male,vegetarian,daily,coal,private,diesel,never,56,rarely,7137,medium,2,10.0473755,17,6.142350352,Yes,"['Paper', 'Glass']",['Oven'],2777
obese,female,vegan,twice a day,natural gas,public,,often,178,never,1134,extra large,1,18.7720619,19,16.69643771,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1096
normal,male,omnivore,more frequently,wood,walk/bicycle,,sometimes,71,never,0,large,2,9.430988266,45,8.001365406,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1390
obese,female,omnivore,twice a day,coal,private,electric,sometimes,79,rarely,7030,small,1,1.375508154,47,4.330058305,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2072
normal,female,omnivore,daily,wood,public,,often,258,very frequently,230,large,3,18.01177016,19,23.12060377,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2420
overweight,male,pescatarian,twice a day,natural gas,walk/bicycle,,often,169,frequently,40,large,2,3.55632536,0,6.432809291,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1801
obese,male,omnivore,daily,coal,public,,often,246,rarely,1966,medium,6,10.38091634,45,17.45861279,No,"['Paper', 'Plastic']",[],3106
underweight,male,omnivore,twice a day,wood,walk/bicycle,,sometimes,92,frequently,45,extra large,7,16.64550795,35,15.37422363,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2361
obese,female,vegetarian,less frequently,natural gas,private,petrol,never,190,rarely,5242,large,5,7.383902221,30,3.76348625,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3506
normal,male,vegan,more frequently,wood,private,hybrid,sometimes,280,very frequently,7450,large,5,10.50742565,14,22.65515293,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3712
underweight,male,pescatarian,daily,natural gas,private,petrol,never,58,frequently,5594,small,1,17.44142628,48,4.297934214,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",3801
underweight,female,pescatarian,less frequently,natural gas,walk/bicycle,,often,243,frequently,72,medium,4,0.617694454,34,19.26415573,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1871
normal,female,omnivore,twice a day,wood,public,,often,58,never,685,medium,7,20.84535064,37,11.60092288,No,['Metal'],['Oven'],1517
normal,female,vegetarian,more frequently,electricity,public,,often,177,very frequently,1012,extra large,1,20.97229003,35,12.8232638,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1859
obese,male,vegetarian,daily,coal,private,petrol,often,210,very frequently,9791,large,6,10.38252092,22,6.401473124,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",8377
normal,male,omnivore,less frequently,natural gas,private,electric,often,51,frequently,4252,large,1,5.184023505,29,9.338196769,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],1652
obese,male,pescatarian,less frequently,coal,private,lpg,sometimes,182,very frequently,5915,extra large,2,7.323151659,14,13.29760688,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",4976
underweight,male,vegan,daily,coal,walk/bicycle,,often,86,rarely,46,large,3,0.676595295,29,1.427674615,Yes,['Glass'],[],1583
underweight,male,vegetarian,daily,natural gas,public,,often,257,never,498,medium,4,6.30884502,2,13.50380848,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1065
normal,female,pescatarian,twice a day,electricity,walk/bicycle,,sometimes,207,rarely,65,extra large,1,4.278047065,29,19.17341162,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1116
normal,male,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,101,rarely,65,extra large,4,12.41432675,32,20.02159305,No,['Glass'],['Oven'],1897
underweight,female,omnivore,less frequently,wood,public,,never,167,frequently,1786,small,1,14.51541596,4,21.08610112,Sometimes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1183
normal,male,omnivore,twice a day,natural gas,public,,sometimes,207,rarely,613,large,7,3.232224303,3,6.859132455,Yes,['Metal'],"['Oven', 'Microwave']",1728
overweight,female,pescatarian,less frequently,electricity,walk/bicycle,,often,268,frequently,71,large,7,17.79377462,6,3.078743304,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1693
obese,male,vegetarian,more frequently,wood,public,,sometimes,292,very frequently,1674,extra large,7,17.95356162,28,3.555452596,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",4113
obese,female,vegetarian,more frequently,wood,private,petrol,often,87,frequently,9196,extra large,3,22.33722191,31,10.87533708,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",5686
overweight,female,vegetarian,less frequently,wood,walk/bicycle,,sometimes,275,rarely,11,medium,6,13.28430854,15,3.55566257,Yes,"['Glass', 'Metal']",['Stove'],1285
underweight,male,vegetarian,daily,wood,walk/bicycle,,often,142,never,32,medium,3,23.99945602,49,4.935547751,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1507
overweight,male,omnivore,more frequently,coal,public,,often,134,frequently,313,small,4,3.142709252,3,18.29090679,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2587
obese,male,omnivore,more frequently,electricity,walk/bicycle,,sometimes,73,frequently,67,medium,1,2.059954167,43,2.370606505,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1875
normal,female,vegan,daily,coal,private,hybrid,sometimes,239,frequently,3626,medium,4,5.184722802,34,17.38694853,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2313
overweight,male,pescatarian,twice a day,natural gas,private,hybrid,sometimes,297,never,1044,large,7,5.428638191,33,6.93900372,No,['Glass'],"['Stove', 'Oven', 'Microwave']",2573
overweight,male,vegetarian,more frequently,coal,walk/bicycle,,never,114,very frequently,59,small,3,0.121712561,24,21.64911599,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2692
obese,female,vegan,twice a day,coal,public,,often,137,never,972,extra large,5,9.771656834,40,6.635618727,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",2269
overweight,male,vegetarian,daily,natural gas,walk/bicycle,,sometimes,254,very frequently,4,large,4,16.27084516,17,23.67483691,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2775
underweight,male,omnivore,twice a day,coal,walk/bicycle,,never,233,very frequently,99,extra large,4,20.41738734,47,20.47347856,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave']",3523
normal,female,vegetarian,more frequently,coal,private,diesel,often,115,very frequently,3167,medium,4,13.98618032,32,18.10422002,Sometimes,['Paper'],['Oven'],3156
normal,male,vegan,twice a day,wood,walk/bicycle,,often,264,never,98,medium,2,3.793605386,5,4.262992195,Sometimes,"['Paper', 'Metal']",['Stove'],777
overweight,female,pescatarian,twice a day,natural gas,walk/bicycle,,never,242,very frequently,86,large,7,6.276368948,47,1.254842868,Sometimes,"['Paper', 'Metal']",['Oven'],3129
obese,male,omnivore,more frequently,electricity,walk/bicycle,,sometimes,195,rarely,36,medium,2,17.15933473,15,7.155729507,Sometimes,['Glass'],['Oven'],1436
obese,male,vegan,daily,coal,walk/bicycle,,often,141,very frequently,71,medium,5,1.777364139,28,17.60692818,No,"['Paper', 'Plastic']",['Microwave'],3686
overweight,female,vegan,daily,natural gas,walk/bicycle,,sometimes,234,frequently,71,medium,4,15.55963226,3,22.25369872,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",1622
underweight,female,omnivore,less frequently,electricity,private,electric,sometimes,139,rarely,3959,small,3,20.47495319,15,2.438767395,Sometimes,"['Paper', 'Metal']",['Oven'],798
overweight,female,pescatarian,twice a day,electricity,private,diesel,sometimes,164,never,4410,medium,7,9.963149172,24,4.596241397,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']",2211
overweight,male,vegan,daily,coal,walk/bicycle,,often,266,never,0,large,2,16.53037772,40,1.98753394,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",1709
obese,male,pescatarian,less frequently,coal,public,,sometimes,162,never,1540,extra large,7,2.497643767,23,21.46054452,Sometimes,"['Glass', 'Metal']",['Oven'],2563
obese,male,pescatarian,daily,coal,public,,never,127,rarely,491,extra large,2,19.29344008,11,6.709626092,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1966
obese,female,pescatarian,more frequently,electricity,walk/bicycle,,sometimes,108,frequently,6,small,3,3.23849932,35,9.868611609,Yes,"['Plastic', 'Glass']",['Microwave'],1652
normal,male,vegetarian,twice a day,natural gas,private,hybrid,sometimes,171,very frequently,7944,large,2,19.96784692,19,17.42782994,Sometimes,['Metal'],"['Grill', 'Airfryer']",3764
obese,male,vegan,twice a day,natural gas,private,hybrid,sometimes,115,very frequently,8155,small,7,2.634753047,5,3.187402256,No,['Glass'],[],4388
obese,male,vegan,less frequently,natural gas,public,,often,254,very frequently,1799,extra large,2,17.96903736,27,1.082962778,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3678
obese,female,pescatarian,daily,electricity,private,lpg,never,120,rarely,4024,large,3,4.061126348,38,21.80030122,No,['Metal'],"['Stove', 'Microwave']",2524
normal,male,vegetarian,twice a day,wood,private,electric,sometimes,223,very frequently,6049,medium,1,7.317635504,7,21.35465565,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2144
overweight,female,vegetarian,more frequently,wood,private,petrol,sometimes,141,never,6094,large,1,21.98772948,7,1.256592836,Yes,"['Paper', 'Glass', 'Metal']",[],2718
overweight,male,vegetarian,less frequently,coal,public,,sometimes,87,never,887,medium,7,10.40257995,44,0.255610118,No,['Paper'],"['Stove', 'Microwave']",2231
normal,male,vegan,daily,coal,private,electric,never,171,never,9897,medium,1,15.45731902,17,4.814223146,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1212
overweight,female,vegan,more frequently,electricity,walk/bicycle,,never,75,rarely,60,small,6,2.423097011,11,10.09950619,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",888
obese,male,vegan,more frequently,wood,private,electric,often,88,very frequently,5291,small,3,23.45179582,44,17.31261076,Yes,"['Glass', 'Metal']","['Grill', 'Airfryer']",3350
overweight,female,pescatarian,more frequently,natural gas,private,petrol,never,59,very frequently,5409,large,2,12.64550282,4,2.381911885,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",3795
overweight,female,omnivore,twice a day,natural gas,walk/bicycle,,often,218,never,46,medium,1,19.70720925,36,23.34430176,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1552
normal,female,pescatarian,more frequently,electricity,private,petrol,often,99,very frequently,9676,small,3,22.33625391,46,8.543911883,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",5240
normal,male,pescatarian,daily,natural gas,private,electric,sometimes,165,very frequently,2798,medium,1,0.433562078,41,3.079711525,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2531
normal,female,vegan,daily,coal,public,,never,241,very frequently,183,extra large,4,11.53064776,28,20.18347667,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2525
underweight,male,pescatarian,twice a day,wood,public,,never,227,frequently,1784,medium,1,21.90836898,46,19.9332315,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",2098
obese,male,omnivore,more frequently,wood,private,electric,never,261,very frequently,6569,medium,4,21.47798643,24,16.14964744,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",3287
underweight,male,pescatarian,more frequently,wood,public,,often,67,very frequently,1220,small,1,14.18647135,35,3.04380037,No,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2440
underweight,male,vegan,more frequently,electricity,walk/bicycle,,never,74,rarely,7,extra large,5,1.257521556,22,11.33822428,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1246
underweight,female,vegetarian,twice a day,wood,private,diesel,sometimes,284,never,6645,small,7,1.177667829,3,19.76104653,Yes,['Glass'],['Stove'],2162
obese,female,pescatarian,more frequently,electricity,private,hybrid,never,276,frequently,9041,extra large,6,19.85686983,42,17.68604507,Sometimes,['Paper'],['Stove'],4371
normal,male,vegetarian,twice a day,wood,public,,often,122,rarely,850,extra large,4,17.12630853,21,17.43363336,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1614
underweight,female,omnivore,daily,coal,public,,never,233,very frequently,362,medium,6,12.2250992,45,8.719513611,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2927
overweight,female,vegetarian,less frequently,electricity,private,diesel,sometimes,131,frequently,6486,large,6,10.86690516,3,16.27442053,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3096
underweight,female,vegetarian,twice a day,natural gas,public,,sometimes,122,rarely,952,small,1,5.692526692,3,7.983998161,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",925
underweight,female,vegetarian,more frequently,wood,public,,never,70,very frequently,1324,large,4,1.934676849,44,5.199556381,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2161
normal,male,vegan,daily,coal,private,hybrid,sometimes,156,very frequently,2206,large,7,4.414695178,39,8.648963423,Yes,['Paper'],"['Stove', 'Oven', 'Microwave']",3923
obese,male,omnivore,daily,wood,walk/bicycle,,often,265,very frequently,71,extra large,3,11.46047428,48,5.234614807,Sometimes,['Metal'],"['Stove', 'Grill', 'Airfryer']",4415
obese,male,pescatarian,less frequently,electricity,public,,often,118,rarely,1192,extra large,2,13.05079775,2,17.28174595,Sometimes,"['Glass', 'Metal']",['Stove'],1258
underweight,female,vegan,twice a day,coal,public,,often,281,never,1752,large,5,5.579583259,43,2.591525308,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1575
overweight,female,pescatarian,twice a day,coal,private,hybrid,never,148,very frequently,3597,medium,3,12.14026808,33,23.1367539,Sometimes,"['Paper', 'Plastic']",['Stove'],3064
overweight,female,vegetarian,daily,natural gas,walk/bicycle,,sometimes,292,very frequently,81,large,7,10.405042,37,19.33104441,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",3161
normal,female,vegan,less frequently,coal,private,hybrid,often,154,never,1018,small,1,17.16665191,44,12.47526636,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1625
normal,male,vegetarian,twice a day,coal,public,,never,281,never,261,small,7,13.41946897,7,22.51429905,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1115
underweight,male,vegetarian,twice a day,natural gas,walk/bicycle,,never,117,rarely,94,large,5,6.767351697,35,11.04784737,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1609
obese,female,vegan,twice a day,coal,walk/bicycle,,sometimes,234,rarely,39,medium,7,6.961079466,29,13.49279348,No,['Paper'],['Stove'],2005
normal,female,vegan,twice a day,coal,private,electric,sometimes,173,never,3483,extra large,4,9.194516061,7,6.891100519,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1199
underweight,male,omnivore,less frequently,electricity,public,,often,77,rarely,1099,small,6,11.05814694,32,7.76050584,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']",1418
obese,male,pescatarian,twice a day,coal,private,petrol,sometimes,232,rarely,8784,large,1,3.47849554,22,12.32817589,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",5985
underweight,male,omnivore,twice a day,wood,private,lpg,sometimes,76,rarely,581,small,4,1.92612938,38,23.5385609,No,"['Paper', 'Plastic', 'Metal']",[],1421
normal,male,vegetarian,more frequently,natural gas,walk/bicycle,,sometimes,244,frequently,65,small,6,7.79376923,41,5.529864042,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2071
underweight,male,vegetarian,more frequently,wood,walk/bicycle,,sometimes,253,frequently,41,medium,7,11.03032659,33,6.893223967,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2558
overweight,male,omnivore,less frequently,electricity,walk/bicycle,,often,97,very frequently,65,extra large,4,5.859676601,7,18.56171889,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2555
obese,male,vegetarian,more frequently,wood,public,,often,253,never,388,large,6,5.335095632,48,17.11370645,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2554
obese,male,omnivore,more frequently,wood,public,,sometimes,269,never,10,extra large,4,0.62951965,27,19.13516459,Yes,[],"['Oven', 'Grill', 'Airfryer']",2612
normal,female,omnivore,daily,electricity,private,petrol,sometimes,124,frequently,1612,medium,2,13.88046735,33,5.198788298,No,"['Paper', 'Glass']","['Stove', 'Oven']",1966
obese,male,vegan,twice a day,wood,walk/bicycle,,often,80,rarely,49,large,7,9.542833701,38,15.35808053,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2895
underweight,female,vegan,more frequently,coal,public,,often,125,rarely,1147,large,3,22.86377963,22,1.88761747,Sometimes,['Plastic'],['Microwave'],1591
obese,male,pescatarian,twice a day,electricity,private,hybrid,never,91,frequently,1953,large,2,16.01927912,47,9.876533409,No,"['Paper', 'Plastic', 'Metal']",['Microwave'],2357
underweight,male,vegan,daily,coal,private,petrol,often,128,rarely,1756,small,3,8.241276279,49,23.98065166,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",2511
